Название;Родитель;Индекс;"Является городом?";"ID по КЛАДР"
Назаровка;Казахстан/Павлодарская область;;1;
Наймаит;Казахстан/Абайская область;;1;
Найман Буха;Казахстан/Туркестанская область;;1;
Нарбота;Казахстан/Абайская область;;1;
Нарманбет;Казахстан/Карагандинская область;;1;
Натальевка;Казахстан/Абайская область;;1;
Наурзум;Казахстан/Костанайская область;;1;
Некрасовка;Казахстан/Абайская область;;1;
Нелюбинка;Казахстан/Костанайская область;;1;
Нижнебыково;Казахстан/Восточно-Казахстанская область;;1;
Нижний подхоз;Казахстан/Павлодарская область;;1;
Нижний Торгай;Казахстан/Акмолинская область;;1;
Никитинка;Казахстан/Костанайская область;;1;
Николаевка;Казахстан/Акмолинская область;;1;
Николаевка;Казахстан/Павлодарская область;;1;
Никольск;Казахстан/Восточно-Казахстанская область;;1;
Никольский;Казахстан/Абайская область;;1;
Новая деревня;Казахстан/Павлодарская область;;1;
Новая жизнь;Казахстан/Абайская область;;1;
Новая Канайка;Казахстан/Восточно-Казахстанская область;;1;
Новая точка;Казахстан/Западно-Казахстанская область;;1;
Новая Убинка;Казахстан/Восточно-Казахстанская область;;1;
Новая Ульба;Казахстан/Восточно-Казахстанская область;;1;
Ново-Ахмирово;Казахстан/Восточно-Казахстанская область;;1;
Нововасильевка;Казахстан/Абайская область;;1;
Ново-Ильинка;Казахстан/Восточно-Казахстанская область;;1;
Ново-Крестьянка;Казахстан/Восточно-Казахстанская область;;1;
Ново-Таврическое;Казахстан/Восточно-Казахстанская область;;1;
Ново-Троицкое;Казахстан/Восточно-Казахстанская область;;1;
Ново-Хайрузовка;Казахстан/Восточно-Казахстанская область;;1;
Ново-Явленка;Казахстан/Восточно-Казахстанская область;;1;
Новоазовское;Казахстан/Восточно-Казахстанская область;;1;
Новоандреевка;Казахстан/Акмолинская область;;1;
Новобарвиновка;Казахстан/Костанайская область;;1;
Новоборковское;Казахстан/Костанайская область;;1;
Нововасильевка;Казахстан/Костанайская область;;1;
Новографское;Казахстан/Акмолинская область;;1;
Новодудаковка;Казахстан/Костанайская область;;1;
Новое;Казахстан/Северо-Казахстанская область;;1;
Новое;Казахстан/Костанайская область;;1;
Новоивановка;Казахстан/Северо-Казахстанская область;;1;
Новоивановский;Казахстан/Актюбинская область;;1;
Новокалиновск;Казахстан/Восточно-Казахстанская область;;1;
Новокаменка;Казахстан/Акмолинская область;;1;
Новокиевка;Казахстан/Акмолинская область;;1;
Новокрасное;Казахстан/Карагандинская область;;1;
Новокронштадка;Казахстан/Акмолинская область;;1;
Новониколаевка;Казахстан/Костанайская область;;1;
Новониколаевка;Казахстан/Костанайская область;;1;
Новопавловка;Казахстан/Абайская область;;1;
Новопервомайское;Казахстан/Акмолинская область;;1;
Новопетровка;Казахстан/Западно-Казахстанская область;;1;
Новопокровка;Казахстан/Абайская область;;1;
Новополяковка;Казахстан/Восточно-Казахстанская область;;1;
Новоприречное;Казахстан/Северо-Казахстанская область;;1;
Новопятигорское;Казахстан/Абайская область;;1;
Новоромановка;Казахстан/Акмолинская область;;1;
Новоселовка;Казахстан/Костанайская область;;1;
Новоселовка;Казахстан/Акмолинская область;;1;
Новостройка;Казахстан/Западно-Казахстанская область;;1;
Новотаубинка;Казахстан/Абайская область;;1;
Новотроицкое;Казахстан/Северо-Казахстанская область;;1;
Новоукраинка;Казахстан/Северо-Казахстанская область;;1;
Новоукраинка;Казахстан/Костанайская область;;1;
Новоуспеновский;Казахстан/Актюбинская область;;1;
Новочайковка;Казахстан/Абайская область;;1;
Новый Городок;Казахстан/Акмолинская область;;1;
Новый Карабаур;Казахстан/Акмолинская область;;1;
Новый Мир;Казахстан/Жетысуская область;;1;
Новый Пиунов;Казахстан/Западно-Казахстанская область;;1;
Новый Путь;Казахстан/Жетысуская область;;1;
Ногайбай;Казахстан/Северо-Казахстанская область;;1;
Носовка;Казахстан/Костанайская область;;1;
Нуке;Казахстан/Абайская область;;1;
Нура;Казахстан/Актюбинская область;;1;
Нура;Казахстан/Акмолинская область;;1;
Нура;Казахстан/Карагандинская область;;1;
Нуралы;Казахстан/Абайская область;;1;
Нураул;Казахстан/Туркестанская область;;1;
Нуржанкорган;Казахстан/Туркестанская область;;1;
Нурлыжол;Казахстан/Туркестанская область;;1;
Нурлыжол;Казахстан/Туркестанская область;;1;
Нурпеисовой;Казахстан/Атырауская область;;1;
Нурсай;Казахстан/Западно-Казахстанская область;;1;
Нурум;Казахстан/Жетысуская область;;1;
Нурымбет;Казахстан/Северо-Казахстанская область;;1;
Ныгман;Казахстан/Карагандинская область;;1;
Облавка;Казахстан/Западно-Казахстанская область;;1;
Образец;Казахстан/Северо-Казахстанская область;;1;
Образцовка;Казахстан/Павлодарская область;;1;
Огневка;Казахстан/Восточно-Казахстанская область;;1;
Огнево;Казахстан/Восточно-Казахстанская область;;1;
Огузбалык;Казахстан/Костанайская область;;1;
Озгент;Казахстан/Кызылординская область;;1;
Озёрное;Казахстан/Костанайская область;;1;
Озёрное;Казахстан/Павлодарская область;;1;
Ойсылкара;Казахстан/Актюбинская область;;1;
Ойтоган;Казахстан/Жетысуская область;;1;
Ойшилик;Казахстан/Абайская область;;1;
Октябрь;Казахстан/Павлодарская область;;1;
Октябрь;Казахстан/Жамбылская область;;1;
Октябрь;Казахстан/Западно-Казахстанская область;;1;
Октябрьский лесхоз;Казахстан/Восточно-Казахстанская область;;1;
Октябрьское;Казахстан/Западно-Казахстанская область;;1;
Октябрьское;Казахстан/Костанайская область;;1;
Октябрьское;Казахстан/Костанайская область;;1;
Октябрьское;Казахстан/Акмолинская область;;1;
Олеговка;Казахстан/Абайская область;;1;
Олетты;Казахстан/Актюбинская область;;1;
Ольгинка;Казахстан/Акмолинская область;;1;
Ольховка;Казахстан/Павлодарская область;;1;
Ольшанка;Казахстан/Северо-Казахстанская область;;1;
Ондирис;Казахстан/Акмолинская область;;1;
Ондирис;Казахстан/Жамбылская область;;1;
Онеге;Казахстан/Западно-Казахстанская область;;1;
Оним;Казахстан/Жетысуская область;;1;
Ораз Ата;Казахстан/Туркестанская область;;1;
Оразбулак;Казахстан/Акмолинская область;;1;
Оразкопа;Казахстан/Костанайская область;;1;
Оракбалга;Казахстан/Алматинская область;;1;
Орбасы;Казахстан/Западно-Казахстанская область;;1;
Ордабай;Казахстан/Западно-Казахстанская область;;1;
Ордабасы;Казахстан/Туркестанская область;;1;
Орджиникидзе;Казахстан/Туркестанская область;;1;
Орёл;Казахстан/Северо-Казахстанская область;;1;
Оренбургское;Казахстан/Костанайская область;;1;
Оркен;Казахстан/Абайская область;;1;
Оркен;Казахстан/Западно-Казахстанская область;;1;
Оркусак;Казахстан/Жетысуская область;;1;
Орлёнок;Казахстан/Северо-Казахстанская область;;1;
Орлик;Казахстан/Атырауская область;;1;
Орловка;Казахстан/Восточно-Казахстанская область;;1;
Орловка;Казахстан/Восточно-Казахстанская область;;1;
Орловка;Казахстан/Восточно-Казахстанская область;;1;
Орловка;Казахстан/Павлодарская область;;1;
Орнек;Казахстан/Акмолинская область;;1;
Орнек;Казахстан/Акмолинская область;;1;
Орнек;Казахстан/Западно-Казахстанская область;;1;
Орнек;Казахстан/Абайская область;;1;
Орнек;Казахстан/Жамбылская область;;1;
Ортаарал;Казахстан/Абайская область;;1;
Ортабулак;Казахстан/Абайская область;;1;
Ортак;Казахстан/Акмолинская область;;1;
Ортакшыл;Казахстан/Акмолинская область;;1;
Ортау;Казахстан/Карагандинская область;;1;
Орынбай;Казахстан/Улытауская область;;1;
Осиновка;Казахстан/Восточно-Казахстанская область;;1;
Осиповка;Казахстан/Костанайская область;;1;
Остемир;Казахстан/Алматинская область;;1;
Остриково;Казахстан/Абайская область;;1;
Островка;Казахстан/Северо-Казахстанская область;;1;
Островное;Казахстан/Костанайская область;;1;
Острогорское;Казахстан/Акмолинская область;;1;
Осьмерыжск;Казахстан/Павлодарская область;;1;
Отгон;Казахстан/Кызылординская область;;1;
Отгон Алмалы;Казахстан/Жамбылская область;;1;
Отделение Бесарык;Казахстан/Кызылординская область;;1;
Отделение но 2;Казахстан/Западно-Казахстанская область;;1;
Отделение Парамоновка;Казахстан/Павлодарская область;;1;
Отеген;Казахстан/Жамбылская область;;1;
Отенай;Казахстан/Жетысуская область;;1;
Отрадное;Казахстан/Акмолинская область;;1;
Отынагаш;Казахстан/Костанайская область;;1;
Ошаганды;Казахстан/Костанайская область;;1;
Ошак;Казахстан/Акмолинская область;;1;
Оямбирлик;Казахстан/Восточно-Казахстанская область;;1;
Оян;Казахстан/Жетысуская область;;1;
Павловка;Казахстан/Костанайская область;;1;
Павловка;Казахстан/Костанайская область;;1;
Павлово;Казахстан/Западно-Казахстанская область;;1;
Павловский;Казахстан/Абайская область;;1;
Павлыш Спасское;Казахстан/Костанайская область;;1;
Пантелеймоновка;Казахстан/Восточно-Казахстанская область;;1;
Панфилово;Казахстан/Костанайская область;;1;
Папанина;Казахстан/Жамбылская область;;1;
Парамоновка;Казахстан/Восточно-Казахстанская область;;1;
Парижский;Казахстан/Абайская область;;1;
Парчёвка;Казахстан/Акмолинская область;;1;
Пахомовка;Казахстан/Павлодарская область;;1;
Пахотный;Казахстан/Восточно-Казахстанская область;;1;
Первомайка;Казахстан/Костанайская область;;1;
Первомайск;Казахстан/Павлодарская область;;1;
Первомайское;Казахстан/Костанайская область;;1;
Первомайское;Казахстан/Абайская область;;1;
Первомайское;Казахстан/Костанайская область;;1;
Первомайское;Казахстан/Акмолинская область;;1;
Перевалочное;Казахстан/Атырауская область;;1;
Переклячная;Казахстан/Восточно-Казахстанская область;;1;
Перелом;Казахстан/Восточно-Казахстанская область;;1;
Песчанка;Казахстан/Северо-Казахстанская область;;1;
Песчанка;Казахстан/Восточно-Казахстанская область;;1;
Песчанка;Казахстан/Костанайская область;;1;
Песчаное;Казахстан/Костанайская область;;1;
Песьяны дальние;Казахстан/Абайская область;;1;
Петриковка;Казахстан/Акмолинская область;;1;
Петрова;Казахстан/Восточно-Казахстанская область;;1;
Петровка;Казахстан/Северо-Казахстанская область;;1;
Петрово;Казахстан/Западно-Казахстанская область;;1;
Петровский;Казахстан/Абайская область;;1;
Петровское;Казахстан/Абайская область;;1;
Петропавловка;Казахстан/Павлодарская область;;1;
Пешаный;Казахстан/Восточно-Казахстанская область;;1;
Пещера;Казахстан/Восточно-Казахстанская область;;1;
Пилкино;Казахстан/Костанайская область;;1;
Пионер;Казахстан/Жамбылская область;;1;
Пионерлагерь;Казахстан/Жамбылская область;;1;
Пионерлагерь Карлыгаш;Казахстан/Жамбылская область;;1;
Питомник;Казахстан/Восточно-Казахстанская область;;1;
План Революции;Казахстан/Абайская область;;1;
Плантация;Казахстан/Западно-Казахстанская область;;1;
Платово;Казахстан/Восточно-Казахстанская область;;1;
Плодовоягодное;Казахстан/Жамбылская область;;1;
ПМК-12;Казахстан/Кызылординская область;;1;
ПМК-29 дачи;Казахстан/Кызылординская область;;1;
ПМК-66;Казахстан/Кызылординская область;;1;
Подгорное;Казахстан/Восточно-Казахстанская область;;1;
Подгорное;Казахстан/Костанайская область;;1;
Подгорное;Казахстан/Восточно-Казахстанская область;;1;
Подгорное;Казахстан/Абайская область;;1;
Подгорный;Казахстан/Восточно-Казахстанская область;;1;
Подгородка;Казахстан/Костанайская область;;1;
Подлесное;Казахстан/Акмолинская область;;1;
Подольское;Казахстан/Северо-Казахстанская область;;1;
Подорленок;Казахстан/Восточно-Казахстанская область;;1;
Подпуск;Казахстан/Павлодарская область;;1;
Подсобное Хозяйство Алеенок;Казахстан/Восточно-Казахстанская область;;1;
Подхоз;Казахстан/Акмолинская область;;1;
Подхоз ПМК;Казахстан/Жамбылская область;;1;
Подхоз;Казахстан/Павлодарская область;;1;
Позаревка;Казахстан/Абайская область;;1;
Пойма;Казахстан/Западно-Казахстанская область;;1;
Покровка;Казахстан/Павлодарская область;;1;
Покровское;Казахстан/Туркестанская область;;1;
полевой стан Ашыбулак;Казахстан/Жамбылская область;;1;
Поливное;Казахстан/Западно-Казахстанская область;;1;
Поллог;Казахстан/Абайская область;;1;
Половинка;Казахстан/Абайская область;;1;
Полтавка;Казахстан/Актюбинская область;;1;
Полтавка;Казахстан/Костанайская область;;1;
Полтавка;Казахстан/Западно-Казахстанская область;;1;
Полуказарма;Казахстан/Кызылординская область;;1;
Полянка;Казахстан/Абайская область;;1;
Поперечное;Казахстан/Восточно-Казахстанская область;;1;
Починовка;Казахстан/Костанайская область;;1;
Правда;Казахстан/Западно-Казахстанская область;;1;
Прекрасное;Казахстан/Северо-Казахстанская область;;1;
Преображенка;Казахстан/Акмолинская область;;1;
Преображенка;Казахстан/Акмолинская область;;1;
Пресное;Казахстан/Павлодарская область;;1;
Пригородное;Казахстан/Акмолинская область;;1;
Пригородное;Казахстан/Жетысуская область;;1;
Пригорхоз;Казахстан/Акмолинская область;;1;
Придорожное;Казахстан/Северо-Казахстанская область;;1;
Придорожное;Казахстан/Костанайская область;;1;
Придорожный;Казахстан/Западно-Казахстанская область;;1;
Прииртышский;Казахстан/Абайская область;;1;
Приишимка;Казахстан/Акмолинская область;;1;
Приишимка;Казахстан/Северо-Казахстанская область;;1;
Приишимское;Казахстан/Карагандинская область;;1;
Приморец;Казахстан/Жетысуская область;;1;
Приморское;Казахстан/Восточно-Казахстанская область;;1;
Принск;Казахстан/Восточно-Казахстанская область;;1;
Приозерное;Казахстан/Костанайская область;;1;
Приозерное;Казахстан/Костанайская область;;1;
Приозерное;Казахстан/Северо-Казахстанская область;;1;
Приозёрное;Казахстан/Костанайская область;;1;
Приреченское;Казахстан/Костанайская область;;1;
Приречное;Казахстан/Костанайская область;;1;
Приречный;Казахстан/Западно-Казахстанская область;;1;
Притобольское;Казахстан/Костанайская область;;1;
Приуральное;Казахстан/Западно-Казахстанская область;;1;
Приуральское;Казахстан/Костанайская область;;1;
Пробуждение;Казахстан/Северо-Казахстанская область;;1;
Прогресс;Казахстан/Костанайская область;;1;
Прогресс;Казахстан/Северо-Казахстанская область;;1;
Прожектор;Казахстан/Акмолинская область;;1;
Пролетарка;Казахстан/Восточно-Казахстанская область;;1;
Пролетарка;Казахстан/Акмолинская область;;1;
Пролетарка;Казахстан/Западно-Казахстанская область;;1;
Пролетарский;Казахстан/Жетысуская область;;1;
Пролетарский;Казахстан/Восточно-Казахстанская область;;1;
Пролетарское;Казахстан/Восточно-Казахстанская область;;1;
Пруггерово;Казахстан/Восточно-Казахстанская область;;1;
Прудхоз;Казахстан/Восточно-Казахстанская область;;1;
Пстели;Казахстан/Туркестанская область;;1;
Пугачево;Казахстан/Восточно-Казахстанская область;;1;
Пулеметовка;Казахстан/Северо-Казахстанская область;;1;
Путинцево;Казахстан/Восточно-Казахстанская область;;1;
Путь Ильича;Казахстан/Павлодарская область;;1;
Пушкино;Казахстан/Акмолинская область;;1;
Пушкино;Казахстан/Костанайская область;;1;
Пчелино;Казахстан/Северо-Казахстанская область;;1;
Пятый;Казахстан/Жетысуская область;;1;
Рабат;Казахстан/Туркестанская область;;1;
Равнополь;Казахстан/Павлодарская область;;1;
Радовка;Казахстан/Акмолинская область;;1;
Радовка;Казахстан/Восточно-Казахстанская область;;1;
Раздольное;Казахстан/Западно-Казахстанская область;;1;
Раздольное;Казахстан/Абайская область;;1;
Раздольное;Казахстан/Акмолинская область;;1;
Раздольное;Казахстан/Восточно-Казахстанская область;;1;
Раздольное;Казахстан/Акмолинская область;;1;
Раздольное;Казахстан/Алматинская область;;1;
разъезд 10;Казахстан/Улытауская область;;1;
разъезд 101;Казахстан/Кызылординская область;;1;
разъезд 102;Казахстан/Кызылординская область;;1;
разъезд 102;Казахстан/Акмолинская область;;1;
разъезд 103;Казахстан/Кызылординская область;;1;
разъезд 11;Казахстан/Кызылординская область;;1;
разъезд 112;Казахстан/Павлодарская область;;1;
разъезд 114;Казахстан/Туркестанская область;;1;
разъезд 117;Казахстан/Туркестанская область;;1;
разъезд 13;Казахстан/Жетысуская область;;1;
разъезд 14;Казахстан/Актюбинская область;;1;
разъезд 16;Казахстан/Кызылординская область;;1;
разъезд 17;Казахстан/Кызылординская область;;1;
разъезд 17;Казахстан/Атырауская область;;1;
разъезд 19;Казахстан/Акмолинская область;;1;
разъезд 20;Казахстан/Кызылординская область;;1;
разъезд 21;Казахстан/Кызылординская область;;1;
разъезд 22;Казахстан/Кызылординская область;;1;
Разъезд 27 км;Казахстан/Жамбылская область;;1;
разъезд 30;Казахстан/Туркестанская область;;1;
разъезд 312;Казахстан/Актюбинская область;;1;
разъезд 33;Казахстан/Актюбинская область;;1;
разъезд 37;Казахстан/Актюбинская область;;1;
разъезд 40;Казахстан/Туркестанская область;;1;
разъезд 41;Казахстан/Абайская область;;1;
разъезд 41;Казахстан/Астана;;1;
разъезд 42;Казахстан/Акмолинская область;;1;
разъезд 496;Казахстан/Атырауская область;;1;
разъезд 50;Казахстан/Туркестанская область;;1;
разъезд 53;Казахстан/Актюбинская область;;1;
разъезд 60;Казахстан/Улытауская область;;1;
разъезд 66;Казахстан/Актюбинская область;;1;
разъезд 67;Казахстан/Актюбинская область;;1;
разъезд 82 Курылык;Казахстан/Кызылординская область;;1;
разъезд 83 Тербенбес;Казахстан/Кызылординская область;;1;
разъезд 84 Кумсагиз;Казахстан/Кызылординская область;;1;
разъезд 85 Сарышыганак;Казахстан/Кызылординская область;;1;
разъезд 86 Жалгызагаш;Казахстан/Кызылординская область;;1;
разъезд 87;Казахстан/Акмолинская область;;1;
разъезд 87 Алтыкудык;Казахстан/Кызылординская область;;1;
разъезд 88 Тасбогет;Казахстан/Кызылординская область;;1;
разъезд 9;Казахстан/Жамбылская область;;1;
разъезд 91;Казахстан/Кызылординская область;;1;
разъезд 92;Казахстан/Кызылординская область;;1;
разъезд 93;Казахстан/Акмолинская область;;1;
разъезд 93 Укулисай;Казахстан/Кызылординская область;;1;
разъезд 98;Казахстан/Кызылординская область;;1;
разъезд 98;Казахстан/Жамбылская область;;1;
разъезд 99;Казахстан/Кызылординская область;;1;
разъезд Алтай;Казахстан/Кызылординская область;;1;
разъезд Екпенды;Казахстан/Кызылординская область;;1;
разъезд Жайылма;Казахстан/Кызылординская область;;1;
разъезд Казарма;Казахстан/Жамбылская область;;1;
разъезд Казахстанский;Казахстан/Восточно-Казахстанская область;;1;
разъезд Казбастау;Казахстан/Жамбылская область;;1;
разъезд Кайнар;Казахстан/Жамбылская область;;1;
разъезд но 10;Казахстан/Мангистауская область;;1;
разъезд но 5;Казахстан/Карагандинская область;;1;
разъезд но 6;Казахстан/Карагандинская область;;1;
разъезд Ойында;Казахстан/Кызылординская область;;1;
разъезд Тасоткель;Казахстан/Жамбылская область;;1;
Райгородок;Казахстан/Акмолинская область;;1;
Райка;Казахстан/Западно-Казахстанская область;;1;
Раим;Казахстан/Кызылординская область;;1;
Ракиш;Казахстан/Абайская область;;1;
Рамазан;Казахстан/Абайская область;;1;
Ран;Казахстан/Туркестанская область;;1;
Рауан;Казахстан/Кызылординская область;;1;
Рахат;Казахстан/Жамбылская область;;1;
Рахат;Казахстан/Алматинская область;;1;
Рахим;Казахстан/Абайская область;;1;
Рахмановские Ключи;Казахстан/Восточно-Казахстанская область;;1;
Рахымжана Кошкарбаева;Казахстан/Акмолинская область;;1;
Ребровка;Казахстан/Павлодарская область;;1;
Ремки;Казахстан/Абайская область;;1;
Репинка;Казахстан/Абайская область;;1;
Речное;Казахстан/Абайская область;;1;
Речное;Казахстан/Акмолинская область;;1;
Речное;Казахстан/Костанайская область;;1;
Речной;Казахстан/Восточно-Казахстанская область;;1;
Родионовка;Казахстан/Акмолинская область;;1;
Родники;Казахстан/Акмолинская область;;1;
Родниковское;Казахстан/Карагандинская область;;1;
Рождественский;Казахстан/Восточно-Казахстанская область;;1;
Рожково;Казахстан/Восточно-Казахстанская область;;1;
Романовка;Казахстан/Абайская область;;1;
Романовский;Казахстан/Восточно-Казахстанская область;;1;
Рубановка;Казахстан/Восточно-Казахстанская область;;1;
Русское;Казахстан/Костанайская область;;1;
Рыбкино;Казахстан/Костанайская область;;1;
Рыбное;Казахстан/Костанайская область;;1;
Рыбцех;Казахстан/Западно-Казахстанская область;;1;
Рысбека батыра;Казахстан/Жамбылская область;;1;
Рявкино;Казахстан/Северо-Казахстанская область;;1;
Сабалак дачи;Казахстан/Кызылординская область;;1;
Сабанколь;Казахстан/Актюбинская область;;1;
Савинка;Казахстан/Акмолинская область;;1;
Сага;Казахстан/Актюбинская область;;1;
Сагабуйен;Казахстан/Жетысуская область;;1;
Сагакурес;Казахстан/Жетысуская область;;1;
Сагат;Казахстан/Абайская область;;1;
Сагындык;Казахстан/Восточно-Казахстанская область;;1;
Сагыр;Казахстан/Восточно-Казахстанская область;;1;
Садовое (Пригородный 2);Казахстан/Актюбинская область;;1;
Садовое;Казахстан/Западно-Казахстанская область;;1;
Садовое;Казахстан/Жетысуская область;;1;
Садовое;Казахстан/Восточно-Казахстанская область;;1;
Садубек;Казахстан/Акмолинская область;;1;
Садчиковка;Казахстан/Костанайская область;;1;
Садырбай;Казахстан/Акмолинская область;;1;
Сажаевка;Казахстан/Восточно-Казахстанская область;;1;
Саз;Казахстан/Алматинская область;;1;
Сазды;Казахстан/Кызылординская область;;1;
Сазоновка;Казахстан/Северо-Казахстанская область;;1;
Сайкудук;Казахстан/Западно-Казахстанская область;;1;
Сайхан;Казахстан/Жетысуская область;;1;
Сакмариха;Казахстан/Восточно-Казахстанская область;;1;
Салимбай Прманов;Казахстан/Жамбылская область;;1;
Салкынтобе;Казахстан/Абайская область;;1;
Салтанат;Казахстан/Западно-Казахстанская область;;1;
Самал;Казахстан/Западно-Казахстанская область;;1;
Саман;Казахстан/Жетысуская область;;1;
Саманы;Казахстан/Костанайская область;;1;
Самарка;Казахстан/Карагандинская область;;1;
Самарское;Казахстан/Восточно-Казахстанская область;;1;
Самбай;Казахстан/Актюбинская область;;1;
Самир;Казахстан/Костанайская область;;1;
Самсоновка;Казахстан/Восточно-Казахстанская область;;1;
санаторий Акжаик;Казахстан/Западно-Казахстанская область;;1;
санаторий Мерке;Казахстан/Жамбылская область;;1;
Сандыктас;Казахстан/Абайская область;;1;
Сапак;Казахстан/Кызылординская область;;1;
Сапак;Казахстан/Акмолинская область;;1;
Саралжин;Казахстан/Западно-Казахстанская область;;1;
Саралжын;Казахстан/Западно-Казахстанская область;;1;
Саралжын;Казахстан/Западно-Казахстанская область;;1;
Саранке;Казахстан/Абайская область;;1;
Сарапан;Казахстан/Абайская область;;1;
Сарбулак;Казахстан/Кызылординская область;;1;
Сарбулак;Казахстан/Актюбинская область;;1;
Сарга;Казахстан/Абайская область;;1;
Сарёзек;Казахстан/Абайская область;;1;
Сарёленг;Казахстан/Восточно-Казахстанская область;;1;
Саржира;Казахстан/Восточно-Казахстанская область;;1;
Сарлык;Казахстан/Улытауская область;;1;
Сарман;Казахстан/Западно-Казахстанская область;;1;
Сарногай;Казахстан/Абайская область;;1;
Сарсеново;Казахстан/Западно-Казахстанская область;;1;
Сартымбет;Казахстан/Восточно-Казахстанская область;;1;
Сарша;Казахстан/Мангистауская область;;1;
Сары-булак;Казахстан/Абайская область;;1;
Сарыадыр;Казахстан/Акмолинская область;;1;
Сарыбай;Казахстан/Северо-Казахстанская область;;1;
Сарыбарак;Казахстан/Жамбылская область;;1;
Сарыбулак;Казахстан/Алматинская область;;1;
Сарыбулак;Казахстан/Жетысуская область;;1;
Сарыбулак;Казахстан/Восточно-Казахстанская область;;1;
Сарыжаз;Казахстан/Туркестанская область;;1;
Сарыкобы;Казахстан/Жамбылская область;;1;
Сарыколь;Казахстан/Западно-Казахстанская область;;1;
Сарыколь;Казахстан/Костанайская область;;1;
Сарыколь;Казахстан/Алматинская область;;1;
Сарыколь;Казахстан/Туркестанская область;;1;
Сарыкудук;Казахстан/Западно-Казахстанская область;;1;
Сарымолдаева;Казахстан/Жамбылская область;;1;
Сарыозек;Казахстан/Жамбылская область;;1;
Сарыолен;Казахстан/Павлодарская область;;1;
Сарыолен;Казахстан/Восточно-Казахстанская область;;1;
Сарысай;Казахстан/Актюбинская область;;1;
Сарысу;Казахстан/Костанайская область;;1;
Сарысу;Казахстан/Туркестанская область;;1;
Сарытерек;Казахстан/Абайская область;;1;
Сарытогай;Казахстан/Актюбинская область;;1;
Сарытогай;Казахстан/Абайская область;;1;
Сарытоггай;Казахстан/Атырауская область;;1;
Сарыулек;Казахстан/Кызылординская область;;1;
Сарыхобда;Казахстан/Актюбинская область;;1;
Сарыши;Казахстан/Восточно-Казахстанская область;;1;
Сарышыганак;Казахстан/Павлодарская область;;1;
Саскудук;Казахстан/Павлодарская область;;1;
Сасыкколь;Казахстан/Западно-Казахстанская область;;1;
Сатай;Казахстан/Костанайская область;;1;
Сатбай;Казахстан/Кызылординская область;;1;
село Сатпаев;Казахстан/Улытауская область;;1;
Сатпаева;Казахстан/Туркестанская область;;1;
Сатыбалды;Казахстан/Западно-Казахстанская область;;1;
Сатым;Казахстан/Западно-Казахстанская область;;1;
Сатымсай;Казахстан/Кызылординская область;;1;
Сатымшеген;Казахстан/Западно-Казахстанская область;;1;
Сауле;Казахстан/Карагандинская область;;1;
Сауле;Казахстан/Западно-Казахстанская область;;1;
Сауынши;Казахстан/Алматинская область;;1;
Сауытбек;Казахстан/Жамбылская область;;1;
Сахаровка;Казахстан/Костанайская область;;1;
Сахатушка;Казахстан/Восточно-Казахстанская область;;1;
Сахновка;Казахстан/Павлодарская область;;1;
Саясу;Казахстан/Восточно-Казахстанская область;;1;
Сборный;Казахстан/Западно-Казахстанская область;;1;
Свердловка;Казахстан/Жетысуская область;;1;
Светличное;Казахстан/Павлодарская область;;1;
Светлое;Казахстан/Северо-Казахстанская область;;1;
Светлое;Казахстан/Костанайская область;;1;
Светлые Ключи;Казахстан/Восточно-Казахстанская область;;1;
Светлый Жарколь;Казахстан/Костанайская область;;1;
Свинчатка;Казахстан/Восточно-Казахстанская область;;1;
Свободное;Казахстан/Костанайская область;;1;
Святогоровка;Казахстан/Карагандинская область;;1;
Святославка;Казахстан/Костанайская область;;1;
Северное Бузачи;Казахстан/Мангистауская область;;1;
Северное;Казахстан/Карагандинская область;;1;
Северное;Казахстан/Восточно-Казахстанская область;;1;
Северное;Казахстан/Костанайская область;;1;
Северный;Казахстан/Восточно-Казахстанская область;;1;
Сегизбай;Казахстан/Абайская область;;1;
Сейлбек;Казахстан/Жамбылская область;;1;
Сеит;Казахстан/Туркестанская область;;1;
Сейтень;Казахстан/Акмолинская область;;1;
Сейткали;Казахстан/Западно-Казахстанская область;;1;
Сейфуллин;Казахстан/Кызылординская область;;1;
